"Species","Subarea","LngtClas","CPUE_number_per_hour"
"Gadus morhua","38F0",210,4.70841666666667
"Pleuronectes platessa","38F0",210,1
"Gadus morhua","38F1",210,2.278
"Pleuronectes platessa","38F1",210,5.75
"Pleuronectes platessa","38F2",210,3
"Gadus morhua","38F3",210,3
"Pleuronectes platessa","38F3",210,6.26666666666667
"Gadus morhua","38F4",210,5.58325
"Pleuronectes platessa","38F4",210,13.1607857142857
"Gadus morhua","38F5",210,3.5
"Pleuronectes platessa","38F5",210,4.40738888888889
"Gadus morhua","38F6",210,2.22233333333333
"Pleuronectes platessa","38F6",210,6.25436842105263
"Gadus morhua","38F7",210,11.75
"Pleuronectes platessa","38F7",210,15.9394210526316
"Pleuronectes platessa","38F8",210,2
"Gadus morhua","39E9",210,3.30957142857143
"Pleuronectes platessa","39E9",210,1.16675
"Gadus morhua","39F0",210,3.23144444444444
"Pleuronectes platessa","39F0",210,2.0444
"Gadus morhua","39F1",210,2.1334
"Pleuronectes platessa","39F1",210,1.5
"Gadus morhua","39F2",210,0.833333333333333
"Pleuronectes platessa","39F2",210,3.6
"Pleuronectes platessa","39F3",210,4.343
"Gadus morhua","39F4",210,2.25
"Pleuronectes platessa","39F4",210,10.6127272727273
"Gadus morhua","39F5",210,4
"Pleuronectes platessa","39F5",210,13.3689375
"Gadus morhua","39F6",210,2
"Pleuronectes platessa","39F6",210,11.8865789473684
"Gadus morhua","39F7",210,22
"Pleuronectes platessa","39F7",210,26.4762222222222
"Pleuronectes platessa","39F8",210,51.5
"Gadus morhua","40E8",210,2
"Pleuronectes platessa","40E8",210,2.13636363636364
"Gadus morhua","40E9",210,1.3055
"Pleuronectes platessa","40E9",210,1.44433333333333
"Gadus morhua","40F0",210,1.70825
"Pleuronectes platessa","40F0",210,2
"Gadus morhua","40F1",210,0.833333333333333
"Pleuronectes platessa","40F1",210,1
"Gadus morhua","40F2",210,3.86116666666667
"Gadus morhua","40F3",210,6.18725
"Pleuronectes platessa","40F3",210,1
"Gadus morhua","40F4",210,4.83325
"Pleuronectes platessa","40F4",210,1.881
"Gadus morhua","40F5",210,6.14285714285714
"Pleuronectes platessa","40F5",210,2
"Gadus morhua","40F6",210,5.3334
"Pleuronectes platessa","40F6",210,15.4736842105263
"Gadus morhua","40F7",210,2.1
"Pleuronectes platessa","40F7",210,14.2053913043478
"Gadus morhua","41E7",210,5
"Pleuronectes platessa","41E7",210,4.78571428571429
"Gadus morhua","41E8",210,1
"Pleuronectes platessa","41E8",210,4.10526315789474
"Gadus morhua","41E9",210,1
"Pleuronectes platessa","41E9",210,4.056
"Gadus morhua","41F0",210,1.79175
"Pleuronectes platessa","41F0",210,1
"Gadus morhua","41F1",210,1.5
"Pleuronectes platessa","41F1",210,0.667
"Gadus morhua","41F2",210,2.25
"Gadus morhua","41F3",210,2.746
"Gadus morhua","41F4",210,2.3
"Pleuronectes platessa","41F4",210,2.37
"Gadus morhua","41F5",210,7.1001
"Pleuronectes platessa","41F5",210,4.21
"Gadus morhua","41F6",210,16
"Pleuronectes platessa","41F6",210,29.8640666666667
"Gadus morhua","41F7",210,1.656
"Pleuronectes platessa","41F7",210,37.1690588235294
"Gadus morhua","41G0",210,13.1
"Pleuronectes platessa","41G0",210,23.5
"Gadus morhua","41G1",210,3.71428571428571
"Pleuronectes platessa","41G1",210,33.8684210526316
"Gadus morhua","41G2",210,3.93945454545455
"Pleuronectes platessa","41G2",210,1.55555555555556
"Gadus morhua","42E7",210,0.5
"Pleuronectes platessa","42E7",210,8.2125
"Gadus morhua","42E8",210,0.8335
"Pleuronectes platessa","42E8",210,6.90405555555556
"Gadus morhua","42E9",210,1.389
"Pleuronectes platessa","42E9",210,2.45454545454545
"Gadus morhua","42F0",210,1.5835
"Pleuronectes platessa","42F0",210,1
"Gadus morhua","42F1",210,2.2334
"Gadus morhua","42F2",210,3.6666
"Gadus morhua","42F3",210,3.89175
"Gadus morhua","42F4",210,1.66683333333333
"Gadus morhua","42F5",210,3.48481818181818
"Pleuronectes platessa","42F5",210,2.5
"Gadus morhua","42F6",210,8.58335714285714
"Pleuronectes platessa","42F6",210,12.1618333333333
"Gadus morhua","42F7",210,4.91675
"Pleuronectes platessa","42F7",210,17.158875
"Gadus morhua","42G1",210,8.965
"Pleuronectes platessa","42G1",210,4.47642857142857
"Gadus morhua","42G2",210,9.6750625
"Pleuronectes platessa","42G2",210,8.0545
"Gadus morhua","43E8",210,0.889
"Pleuronectes platessa","43E8",210,4.39045454545455
"Gadus morhua","43E9",210,0.667
"Pleuronectes platessa","43E9",210,4.29764285714286
"Gadus morhua","43F0",210,2
"Pleuronectes platessa","43F0",210,7.541625
"Gadus morhua","43F1",210,2.381
"Gadus morhua","43F2",210,7.83342857142857
"Gadus morhua","43F3",210,1.1665
"Gadus morhua","43F4",210,2
"Pleuronectes platessa","43F4",210,1
"Gadus morhua","43F5",210,5.86681818181818
"Pleuronectes platessa","43F5",210,2
"Gadus morhua","43F6",210,8.95833333333333
"Pleuronectes platessa","43F6",210,4
"Gadus morhua","43F7",210,11.4814444444444
"Pleuronectes platessa","43F7",210,3.5
"Gadus morhua","43F8",210,6.27783333333333
"Pleuronectes platessa","43F8",210,11.1388333333333
"Pleuronectes platessa","43F9",210,61.4794
"Gadus morhua","43G0",210,2.90909090909091
"Pleuronectes platessa","43G0",210,10.4210526315789
"Gadus morhua","43G1",210,3.8365
"Pleuronectes platessa","43G1",210,3.01878260869565
"Gadus morhua","43G2",210,9.08333333333333
"Pleuronectes platessa","43G2",210,10.7
"Gadus morhua","44E6",210,2
"Pleuronectes platessa","44E6",210,5.46666666666667
"Gadus morhua","44E7",210,2
"Pleuronectes platessa","44E7",210,3.6
"Gadus morhua","44E8",210,2.8335
"Pleuronectes platessa","44E8",210,4.9405
"Gadus morhua","44E9",210,1.29175
"Pleuronectes platessa","44E9",210,2.8666
"Gadus morhua","44F0",210,0.667
"Pleuronectes platessa","44F0",210,0.5835
"Gadus morhua","44F1",210,2.79175
"Gadus morhua","44F2",210,2.25
"Gadus morhua","44F3",210,3.2
"Pleuronectes platessa","44F3",210,1
"Gadus morhua","44F4",210,4.25
"Gadus morhua","44F5",210,7.29411764705882
"Gadus morhua","44F8",210,10.6845714285714
"Pleuronectes platessa","44F8",210,4
"Gadus morhua","44F9",210,12.9324285714286
"Pleuronectes platessa","44F9",210,5.50525
"Gadus morhua","44G0",210,10.09585
"Pleuronectes platessa","44G0",210,17.6514782608696
"Gadus morhua","44G1",210,7.33338461538461
"Pleuronectes platessa","44G1",210,6.05871428571429
"Gadus morhua","45E6",210,1.5
"Pleuronectes platessa","45E6",210,15.1176470588235
"Pleuronectes platessa","45E7",210,15.6537826086957
"Gadus morhua","45E8",210,1
"Pleuronectes platessa","45E8",210,4.21875
"Pleuronectes platessa","45E9",210,3
"Gadus morhua","45F0",210,1
"Gadus morhua","45F1",210,1.5
"Gadus morhua","45F2",210,2.85257142857143
"Gadus morhua","45F3",210,1.94444444444444
"Pleuronectes platessa","45F3",210,1
"Gadus morhua","45F4",210,2.13333333333333
"Gadus morhua","45F9",210,2
"Gadus morhua","45G0",210,3.541875
"Pleuronectes platessa","45G0",210,1.1665
"Gadus morhua","45G1",210,3.42857142857143
"Pleuronectes platessa","45G1",210,3.78475
"Pleuronectes platessa","46E6",210,49.5
"Gadus morhua","46E7",210,2
"Pleuronectes platessa","46E7",210,12.2189230769231
"Gadus morhua","46E8",210,1
"Pleuronectes platessa","46E8",210,9.66666666666667
"Pleuronectes platessa","46E9",210,0.667
"Gadus morhua","46F0",210,3
"Gadus morhua","46F1",210,1.375
"Gadus morhua","46F2",210,1.51866666666667
"Gadus morhua","46F3",210,2
"Gadus morhua","46G0",210,7.05138461538461
"Pleuronectes platessa","46G0",210,1.48155555555556
"Gadus morhua","46G1",210,2
"Pleuronectes platessa","46G1",210,3
"Gadus morhua","47E7",210,1
"Pleuronectes platessa","47E7",210,3.86717647058824
"Gadus morhua","47E8",210,2
"Pleuronectes platessa","47E8",210,1.9
"Gadus morhua","47F0",210,1.5
"Gadus morhua","47F1",210,2.25
"Gadus morhua","47F2",210,1.66666666666667
"Pleuronectes platessa","48E8",210,1.5
"Gadus morhua","48E9",210,6
"Gadus morhua","48F0",210,2
"Gadus morhua","48F1",210,2.5
"Gadus morhua","48F2",210,1
"Gadus morhua","48F3",210,2
"Pleuronectes platessa","49E8",210,5.2
"Gadus morhua","49E9",210,0.8335
"Pleuronectes platessa","49E9",210,1
"Gadus morhua","49F1",210,2.5
"Gadus morhua","49F2",210,1.889
"Gadus morhua","49F3",210,1.66666666666667
"Gadus morhua","50E9",210,1.5
"Gadus morhua","50F1",210,1
"Gadus morhua","50F2",210,1.25
"Gadus morhua","51E8",210,2
"Pleuronectes platessa","32F1",220,7.59257142857143
"Pleuronectes platessa","32F2",220,3.47233333333333
"Pleuronectes platessa","32F3",220,18.1405714285714
"Pleuronectes platessa","33F2",220,3.992
"Pleuronectes platessa","33F3",220,5.672
"Gadus morhua","33F4",220,2
"Pleuronectes platessa","33F4",220,6.43307142857143
"Gadus morhua","34F2",220,4.5
"Pleuronectes platessa","34F2",220,4
"Pleuronectes platessa","34F3",220,3.12652941176471
"Gadus morhua","34F4",220,0.5
"Pleuronectes platessa","34F4",220,5.27452941176471
"Gadus morhua","35F1",220,2.5
"Pleuronectes platessa","35F1",220,15.9268
"Pleuronectes platessa","35F2",220,8.90025
"Pleuronectes platessa","35F3",220,7.88294736842105
"Pleuronectes platessa","35F4",220,14.0318235294118
"Gadus morhua","36F0",220,2
"Pleuronectes platessa","36F0",220,3.7076
"Pleuronectes platessa","36F1",220,7.44736842105263
"Gadus morhua","36F2",220,2.55566666666667
"Pleuronectes platessa","36F2",220,7.706
"Pleuronectes platessa","36F3",220,5.11595652173913
"Gadus morhua","36F4",220,12
"Pleuronectes platessa","36F4",220,5.803
"Pleuronectes platessa","36F5",220,9.11513636363636
"Gadus morhua","36F6",220,2
"Pleuronectes platessa","36F6",220,18.05
"Pleuronectes platessa","36F7",220,50.5
"Gadus morhua","37E9",220,3
"Gadus morhua","37F0",220,19.3333333333333
"Pleuronectes platessa","37F0",220,6.23523529411765
"Gadus morhua","37F1",220,0.8335
"Pleuronectes platessa","37F1",220,7.449
"Gadus morhua","37F2",220,0.8335
"Pleuronectes platessa","37F2",220,5.32622222222222
"Gadus morhua","37F3",220,1.135
"Pleuronectes platessa","37F3",220,9.04639130434783
"Gadus morhua","37F4",220,2.16675
"Pleuronectes platessa","37F4",220,5.11764705882353
"Gadus morhua","37F5",220,0.667
"Pleuronectes platessa","37F5",220,8.55055
"Gadus morhua","37F6",220,3
"Pleuronectes platessa","37F6",220,6.49542857142857
"Gadus morhua","37F7",220,5
"Pleuronectes platessa","37F7",220,10.2260476190476
"Gadus morhua","37F8",220,8
"Pleuronectes platessa","37F8",220,124.5
"Gadus morhua","38E9",220,4.7084
"Pleuronectes platessa","38E9",220,1
"Gadus morhua","38F0",220,4.137
"Pleuronectes platessa","38F0",220,2.7225
"Gadus morhua","38F1",220,2.66666666666667
"Pleuronectes platessa","38F1",220,4.82142857142857
"Pleuronectes platessa","38F2",220,3.39672727272727
"Gadus morhua","38F3",220,3.3334
"Pleuronectes platessa","38F3",220,6
"Gadus morhua","38F4",220,8
"Pleuronectes platessa","38F4",220,10.9818823529412
"Gadus morhua","38F5",220,2.0668
"Pleuronectes platessa","38F5",220,3.3
"Gadus morhua","38F6",220,3.91675
"Pleuronectes platessa","38F6",220,5.60319047619048
"Gadus morhua","38F7",220,10.6334
"Pleuronectes platessa","38F7",220,13.4880526315789
"Pleuronectes platessa","38F8",220,22
"Gadus morhua","39E9",220,6.85425
"Pleuronectes platessa","39E9",220,1.5
"Gadus morhua","39F0",220,3.7605
"Pleuronectes platessa","39F0",220,2
"Gadus morhua","39F1",220,3.52783333333333
"Pleuronectes platessa","39F1",220,3.66666666666667
"Gadus morhua","39F2",220,2.04175
"Pleuronectes platessa","39F2",220,3.5
"Gadus morhua","39F3",220,2
"Pleuronectes platessa","39F3",220,7.58677777777778
"Gadus morhua","39F4",220,2.70825
"Pleuronectes platessa","39F4",220,10.6568181818182
"Gadus morhua","39F5",220,2.5334
"Pleuronectes platessa","39F5",220,14.2499473684211
"Gadus morhua","39F6",220,0.9668
"Pleuronectes platessa","39F6",220,17.7738888888889
"Gadus morhua","39F7",220,9
"Pleuronectes platessa","39F7",220,23.2446666666667
"Pleuronectes platessa","39F8",220,50
"Gadus morhua","40E8",220,1.25
"Pleuronectes platessa","40E8",220,2.70833333333333
"Gadus morhua","40E9",220,1.66666666666667
"Pleuronectes platessa","40E9",220,1.5
"Gadus morhua","40F0",220,1.875
"Pleuronectes platessa","40F0",220,1
"Gadus morhua","40F1",220,3.4445
"Pleuronectes platessa","40F1",220,1
"Gadus morhua","40F2",220,4.69057142857143
"Pleuronectes platessa","40F2",220,1
"Gadus morhua","40F3",220,6.4334
"Pleuronectes platessa","40F3",220,2.66666666666667
"Gadus morhua","40F4",220,4.44433333333333
"Pleuronectes platessa","40F4",220,2.4667
"Gadus morhua","40F5",220,2.5
"Pleuronectes platessa","40F5",220,4
"Gadus morhua","40F6",220,3.33328571428571
"Pleuronectes platessa","40F6",220,15.3859473684211
"Gadus morhua","40F7",220,2
"Pleuronectes platessa","40F7",220,14.0820434782609
"Gadus morhua","41E7",220,4
"Pleuronectes platessa","41E7",220,4.38461538461539
"Gadus morhua","41E8",220,1.6665
"Pleuronectes platessa","41E8",220,4.31242105263158
"Gadus morhua","41E9",220,2
"Pleuronectes platessa","41E9",220,4.04741666666667
"Gadus morhua","41F0",220,1.1668
"Pleuronectes platessa","41F0",220,1.5
"Gadus morhua","41F1",220,1.166625
"Pleuronectes platessa","41F1",220,0.667
"Gadus morhua","41F2",220,2.5
"Pleuronectes platessa","41F2",220,1
"Gadus morhua","41F3",220,2.2936
"Pleuronectes platessa","41F3",220,2
"Gadus morhua","41F4",220,1.55555555555556
"Pleuronectes platessa","41F4",220,3.20333333333333
"Gadus morhua","41F5",220,6.958375
"Pleuronectes platessa","41F5",220,7.74857142857143
"Gadus morhua","41F6",220,14.25
"Pleuronectes platessa","41F6",220,39.9944
"Gadus morhua","41F7",220,1.968
"Pleuronectes platessa","41F7",220,43.4772105263158
"Gadus morhua","41G0",220,10.7
"Pleuronectes platessa","41G0",220,20.1666666666667
"Gadus morhua","41G1",220,3.06666666666667
"Pleuronectes platessa","41G1",220,39.8157894736842
"Gadus morhua","41G2",220,3.5667
"Pleuronectes platessa","41G2",220,1.66666666666667
"Gadus morhua","42E7",220,1.75
"Pleuronectes platessa","42E7",220,8.29411764705882
"Gadus morhua","42E8",220,0.722333333333333
"Pleuronectes platessa","42E8",220,10.1594736842105
"Gadus morhua","42E9",220,3
"Pleuronectes platessa","42E9",220,3.03705555555556
"Gadus morhua","42F0",220,1.5
"Pleuronectes platessa","42F0",220,1.57142857142857
"Gadus morhua","42F1",220,4
"Gadus morhua","42F2",220,3.16666666666667
"Gadus morhua","42F3",220,4.4334
"Pleuronectes platessa","42F3",220,1
"Gadus morhua","42F4",220,2.083375
"Gadus morhua","42F5",220,2.166625
"Pleuronectes platessa","42F5",220,2
"Gadus morhua","42F6",220,7.86666666666667
"Pleuronectes platessa","42F6",220,20.3808181818182
"Gadus morhua","42F7",220,4.93916666666667
"Pleuronectes platessa","42F7",220,12.9181666666667
"Gadus morhua","42G1",220,8.4834
"Pleuronectes platessa","42G1",220,5.76470588235294
"Gadus morhua","42G2",220,7.80394117647059
"Pleuronectes platessa","42G2",220,9.81813636363636
"Gadus morhua","43E8",220,1.25
"Pleuronectes platessa","43E8",220,5.34023076923077
"Gadus morhua","43E9",220,1.58333333333333
"Pleuronectes platessa","43E9",220,5.53326666666667
"Gadus morhua","43F0",220,1.83333333333333
"Pleuronectes platessa","43F0",220,4.9445
"Gadus morhua","43F1",220,3.5334
"Gadus morhua","43F2",220,8.07142857142857
"Gadus morhua","43F3",220,1.6
"Gadus morhua","43F4",220,2.111
"Pleuronectes platessa","43F4",220,1
"Gadus morhua","43F5",220,6.03027272727273
"Pleuronectes platessa","43F5",220,1
"Gadus morhua","43F6",220,9.53846153846154
"Pleuronectes platessa","43F6",220,2
"Gadus morhua","43F7",220,7.72727272727273
"Pleuronectes platessa","43F7",220,4.50875
"Gadus morhua","43F8",220,5.2667
"Pleuronectes platessa","43F8",220,18.0379090909091
"Pleuronectes platessa","43F9",220,65.2043333333333
"Gadus morhua","43G0",220,2.25
"Pleuronectes platessa","43G0",220,13.1176470588235
"Gadus morhua","43G1",220,4.72544444444444
"Pleuronectes platessa","43G1",220,2.388
"Gadus morhua","43G2",220,8.07894736842105
"Pleuronectes platessa","43G2",220,7.84210526315789
"Gadus morhua","44E6",220,2
"Pleuronectes platessa","44E6",220,5
"Pleuronectes platessa","44E7",220,2.7
"Gadus morhua","44E8",220,1.5
"Pleuronectes platessa","44E8",220,6.13092857142857
"Gadus morhua","44E9",220,0.7668
"Pleuronectes platessa","44E9",220,2.15392307692308
"Gadus morhua","44F0",220,0.5835
"Pleuronectes platessa","44F0",220,0.833333333333333
"Gadus morhua","44F1",220,2.55566666666667
"Gadus morhua","44F2",220,2.4
"Gadus morhua","44F3",220,3.51855555555556
"Gadus morhua","44F4",220,4.72222222222222
"Gadus morhua","44F5",220,6
"Gadus morhua","44F8",220,11.6125
"Pleuronectes platessa","44F8",220,4.625125
"Gadus morhua","44F9",220,12.6325555555556
"Pleuronectes platessa","44F9",220,5.44668421052632
"Gadus morhua","44G0",220,16.58995
"Pleuronectes platessa","44G0",220,23.8354782608696
"Gadus morhua","44G1",220,6.6624375
"Pleuronectes platessa","44G1",220,5.40604545454545
"Gadus morhua","45E6",220,2
"Pleuronectes platessa","45E6",220,14.9333333333333
"Gadus morhua","45E7",220,1.16675
"Pleuronectes platessa","45E7",220,16.2715
"Gadus morhua","45E8",220,1
"Pleuronectes platessa","45E8",220,4.60788235294118
"Gadus morhua","45E9",220,1
"Pleuronectes platessa","45E9",220,1.5
"Gadus morhua","45F0",220,1.1668
"Gadus morhua","45F1",220,1.1
"Gadus morhua","45F2",220,1.7
"Gadus morhua","45F3",220,2.27777777777778
"Gadus morhua","45F4",220,2.78
"Gadus morhua","45F9",220,2.375
"Gadus morhua","45G0",220,4.705
"Pleuronectes platessa","45G0",220,1.7336
"Gadus morhua","45G1",220,5.291625
"Pleuronectes platessa","45G1",220,2.97225
"Pleuronectes platessa","46E6",220,58.8333333333333
"Pleuronectes platessa","46E7",220,19.0824285714286
"Pleuronectes platessa","46E8",220,8.55555555555556
"Gadus morhua","46E9",220,0.667
"Pleuronectes platessa","46E9",220,1
"Gadus morhua","46F0",220,2.2
"Gadus morhua","46F1",220,1.66666666666667
"Gadus morhua","46F2",220,2.77783333333333
"Gadus morhua","46F3",220,1.708375
"Gadus morhua","46G0",220,8.56430769230769
"Pleuronectes platessa","46G0",220,1.7
"Gadus morhua","46G1",220,4
"Pleuronectes platessa","46G1",220,2
"Gadus morhua","47E6",220,2
"Pleuronectes platessa","47E6",220,4
"Gadus morhua","47E7",220,4
"Pleuronectes platessa","47E7",220,4.46942105263158
"Gadus morhua","47E8",220,1.33333333333333
"Pleuronectes platessa","47E8",220,2.63092857142857
"Gadus morhua","47E9",220,0.8335
"Gadus morhua","47F0",220,1.15
"Gadus morhua","47F1",220,1.25
"Gadus morhua","47F2",220,1.375
"Pleuronectes platessa","48E7",220,2
"Gadus morhua","48E8",220,2
"Pleuronectes platessa","48E8",220,3
"Gadus morhua","48E9",220,1.5
"Gadus morhua","48F0",220,2
"Pleuronectes platessa","48F0",220,1
"Gadus morhua","48F1",220,2
"Gadus morhua","48F2",220,1
"Pleuronectes platessa","49E7",220,2
"Pleuronectes platessa","49E8",220,5.3
"Gadus morhua","49E9",220,1.333
"Pleuronectes platessa","49E9",220,2
"Gadus morhua","49F0",220,1
"Gadus morhua","49F1",220,2
"Gadus morhua","49F2",220,1.54175
"Gadus morhua","49F3",220,1.5
"Gadus morhua","50E9",220,2
"Pleuronectes platessa","50E9",220,1
"Gadus morhua","50F2",220,1.25
"Pleuronectes platessa","32F1",230,6.84266666666667
"Gadus morhua","32F2",230,8
"Pleuronectes platessa","32F2",230,2.9154
"Gadus morhua","32F3",230,2
"Pleuronectes platessa","32F3",230,24.2698181818182
"Gadus morhua","33F1",230,16
"Gadus morhua","33F2",230,2
"Pleuronectes platessa","33F2",230,6.678625
"Pleuronectes platessa","33F3",230,4.0788
"Gadus morhua","33F4",230,2
"Pleuronectes platessa","33F4",230,4.15706666666667
"Gadus morhua","34F2",230,3
"Pleuronectes platessa","34F2",230,4.279375
"Pleuronectes platessa","34F3",230,3.82246153846154
"Gadus morhua","34F4",230,1
"Pleuronectes platessa","34F4",230,4.4312
"Gadus morhua","35F1",230,8
"Pleuronectes platessa","35F1",230,11.0820588235294
"Pleuronectes platessa","35F2",230,11.2037647058824
"Pleuronectes platessa","35F3",230,6.86207142857143
"Gadus morhua","35F4",230,2
"Pleuronectes platessa","35F4",230,7.79794444444444
"Gadus morhua","36F0",230,1.5
"Pleuronectes platessa","36F0",230,3.9825
"Gadus morhua","36F1",230,1
"Pleuronectes platessa","36F1",230,9.46033333333333
"Gadus morhua","36F2",230,2.9334
"Pleuronectes platessa","36F2",230,6.923125
"Gadus morhua","36F3",230,0.667
"Pleuronectes platessa","36F3",230,4.986125
"Gadus morhua","36F4",230,6
"Pleuronectes platessa","36F4",230,6.1304347826087
"Gadus morhua","36F5",230,1.333
"Pleuronectes platessa","36F5",230,11.4698571428571
"Gadus morhua","36F6",230,4.5
"Pleuronectes platessa","36F6",230,13.6875
"Pleuronectes platessa","36F7",230,49.5
"Gadus morhua","37E9",230,4
"Pleuronectes platessa","37E9",230,5
"Gadus morhua","37F0",230,7.1334
"Pleuronectes platessa","37F0",230,6.3854375
"Gadus morhua","37F1",230,1
"Pleuronectes platessa","37F1",230,8.24691666666667
"Gadus morhua","37F2",230,3.22233333333333
"Pleuronectes platessa","37F2",230,4.98341666666667
"Gadus morhua","37F3",230,3.44433333333333
"Pleuronectes platessa","37F3",230,7.75478260869565
"Gadus morhua","37F4",230,1.25
"Pleuronectes platessa","37F4",230,4.64816666666667
"Gadus morhua","37F5",230,1.22233333333333
"Pleuronectes platessa","37F5",230,6.74677272727273
"Gadus morhua","37F6",230,1
"Pleuronectes platessa","37F6",230,8.69730434782609
"Gadus morhua","37F7",230,11.16675
"Pleuronectes platessa","37F7",230,7.91926086956522
"Gadus morhua","37F8",230,9
"Pleuronectes platessa","37F8",230,68.83325
"Gadus morhua","38E8",230,2
"Gadus morhua","38E9",230,4.35609090909091
"Pleuronectes platessa","38E9",230,2.26185714285714
"Gadus morhua","38F0",230,6.33333333333333
"Pleuronectes platessa","38F0",230,2.6945
"Gadus morhua","38F1",230,4.05566666666667
"Pleuronectes platessa","38F1",230,4.525
"Gadus morhua","38F2",230,0.667
"Pleuronectes platessa","38F2",230,2.85714285714286
"Gadus morhua","38F3",230,2.25
"Pleuronectes platessa","38F3",230,7.3778
"Gadus morhua","38F4",230,6.16671428571429
"Pleuronectes platessa","38F4",230,12.5132352941176
"Gadus morhua","38F5",230,4.7334
"Pleuronectes platessa","38F5",230,3.91226315789474
"Gadus morhua","38F6",230,12
"Pleuronectes platessa","38F6",230,4.70835
"Gadus morhua","38F7",230,10.16675
"Pleuronectes platessa","38F7",230,17.6158823529412
"Pleuronectes platessa","38F8",230,22
"Gadus morhua","39E8",230,2
"Gadus morhua","39E9",230,3.31941666666667
"Pleuronectes platessa","39E9",230,2.16666666666667
"Gadus morhua","39F0",230,4.458375
"Pleuronectes platessa","39F0",230,2.08644444444444
"Gadus morhua","39F1",230,2.8167
"Pleuronectes platessa","39F1",230,2.56685714285714
"Gadus morhua","39F2",230,4.22233333333333
"Pleuronectes platessa","39F2",230,8
"Gadus morhua","39F3",230,1
"Pleuronectes platessa","39F3",230,6.82766666666667
"Gadus morhua","39F4",230,2.35414285714286
"Pleuronectes platessa","39F4",230,7.89315384615385
"Gadus morhua","39F5",230,5.8335
"Pleuronectes platessa","39F5",230,13.2049473684211
"Gadus morhua","39F6",230,1.66675
"Pleuronectes platessa","39F6",230,15.4104210526316
"Gadus morhua","39F7",230,4
"Pleuronectes platessa","39F7",230,20.1765
"Pleuronectes platessa","39F8",230,57
"Gadus morhua","40E8",230,1.5
"Pleuronectes platessa","40E8",230,2.1875
"Gadus morhua","40E9",230,1.7167
"Pleuronectes platessa","40E9",230,1.88883333333333
"Gadus morhua","40F0",230,1.76185714285714
"Pleuronectes platessa","40F0",230,1
"Gadus morhua","40F1",230,2.1666
"Pleuronectes platessa","40F1",230,1
"Gadus morhua","40F2",230,3.10609090909091
"Gadus morhua","40F3",230,7.22233333333333
"Pleuronectes platessa","40F3",230,3
"Gadus morhua","40F4",230,2.4334
"Pleuronectes platessa","40F4",230,2.16666666666667
"Gadus morhua","40F5",230,3.46153846153846
"Pleuronectes platessa","40F5",230,1.91666666666667
"Gadus morhua","40F6",230,5.91675
"Pleuronectes platessa","40F6",230,15.1851666666667
"Gadus morhua","40F7",230,1.0625
"Pleuronectes platessa","40F7",230,14.1827916666667
"Gadus morhua","41E7",230,3.5
"Pleuronectes platessa","41E7",230,3.17857142857143
"Gadus morhua","41E8",230,1.5
"Pleuronectes platessa","41E8",230,4.94833333333333
"Gadus morhua","41E9",230,1.125
"Pleuronectes platessa","41E9",230,6.75461538461538
"Gadus morhua","41F0",230,1.4445
"Pleuronectes platessa","41F0",230,2
"Gadus morhua","41F1",230,1.72216666666667
"Pleuronectes platessa","41F1",230,1
"Gadus morhua","41F2",230,2.95566666666667
"Pleuronectes platessa","41F2",230,1
"Gadus morhua","41F3",230,2.49733333333333
"Pleuronectes platessa","41F3",230,1.33333333333333
"Gadus morhua","41F4",230,2.33333333333333
"Pleuronectes platessa","41F4",230,2.1352
"Gadus morhua","41F5",230,4.3
"Pleuronectes platessa","41F5",230,7.93183333333333
"Gadus morhua","41F6",230,8.4
"Pleuronectes platessa","41F6",230,23.7261111111111
"Gadus morhua","41F7",230,1.8335
"Pleuronectes platessa","41F7",230,50.1567
"Gadus morhua","41G0",230,10.7142857142857
"Pleuronectes platessa","41G0",230,19.2777777777778
"Gadus morhua","41G1",230,2.72727272727273
"Pleuronectes platessa","41G1",230,35.35
"Gadus morhua","41G2",230,4.19042857142857
"Pleuronectes platessa","41G2",230,1.77775
"Gadus morhua","42E7",230,4.25
"Pleuronectes platessa","42E7",230,5.94444444444444
"Gadus morhua","42E8",230,1.5
"Pleuronectes platessa","42E8",230,10.3755
"Gadus morhua","42E9",230,1.361
"Pleuronectes platessa","42E9",230,5.7778
"Gadus morhua","42F0",230,1.02783333333333
"Pleuronectes platessa","42F0",230,1.77777777777778
"Gadus morhua","42F1",230,1.3
"Gadus morhua","42F2",230,3.45
"Pleuronectes platessa","42F2",230,1
"Gadus morhua","42F3",230,6.07692307692308
"Pleuronectes platessa","42F3",230,1.26666666666667
"Gadus morhua","42F4",230,1.54175
"Pleuronectes platessa","42F4",230,1.08325
"Gadus morhua","42F5",230,2.2
"Pleuronectes platessa","42F5",230,2.25
"Gadus morhua","42F6",230,7.427125
"Pleuronectes platessa","42F6",230,27.194
"Gadus morhua","42F7",230,9.66675
"Pleuronectes platessa","42F7",230,22.5011
"Gadus morhua","42G1",230,7.0317619047619
"Pleuronectes platessa","42G1",230,6.28068421052632
"Gadus morhua","42G2",230,5.35345
"Pleuronectes platessa","42G2",230,8.22418181818182
"Gadus morhua","43E8",230,1.875
"Pleuronectes platessa","43E8",230,4.76391666666667
"Gadus morhua","43E9",230,1.572875
"Pleuronectes platessa","43E9",230,4.17110526315789
"Gadus morhua","43F0",230,3
